Categoria,Keyword,Frequency
BT4,alvenario,1
BT4,analisar,15
BT4,analiser,2
BT4,aplicar,6
BT4,apoiar,1
BT4,aprender,1
BT4,aprendizar,1
BT4,apresentar,1
BT4,aprimorar,1
BT4,apropriar,20
BT4,aramida,2
BT4,armar,3
BT4,armazenar,5
BT4,articular,1
BT4,assister,1
BT4,associar,4
BT4,assíncronar,3
BT4,atacar,2
BT4,atender,1
BT4,atingir,3
BT4,atividader,1
BT4,aumentar,4
BT4,autoclavar,1
BT4,automatizar,2
BT4,autorizar,2
BT4,autônomo,1
BT4,avaliar,32
BT4,avançar,1
BT4,basear,31
BT4,característicar,1
BT4,carregar,3
BT4,categorizar,1
BT4,categorize,24
BT4,celular,1
BT4,centralizar,2
BT4,centrar,1
BT4,chamar,2
BT4,chegar,1
BT4,circular,1
BT4,citar,1
BT4,classificado,1
BT4,classificar,10
BT4,classificariar,17
BT4,cobrar,2
BT4,combinar,3
BT4,cometer,1
BT4,comparar,11
BT4,compare-ar,1
BT4,comparer,11
BT4,compor,3
BT4,compost,1
BT4,compreender,1
BT4,computar,1
BT4,concordar,1
BT4,conduzir,1
BT4,conectar,5
BT4,confinar,1
BT4,confirmar,1
BT4,conhecer,2
BT4,conseguir,45
BT4,considerar,11
BT4,considerer,1
BT4,construir,2
BT4,consultar,1
BT4,consumir,1
BT4,conter,3
BT4,contribuir,3
BT4,controlar,6
BT4,criar,26
BT4,criptografar,1
BT4,criticar,1
BT4,cruzar,2
BT4,cruzer,1
BT4,cumprir,1
BT4,curvar,3
BT4,câmerar,1
BT4,dar,8
BT4,declive,1
BT4,decompor,17
BT4,definir,3
BT4,delimitar,1
BT4,denunciar,1
BT4,depender,2
BT4,derivar,4
BT4,derive,38
BT4,deriver,1
BT4,desabilitar,1
BT4,descobrir,1
BT4,descrevar,1
BT4,descrever,25
BT4,desempenhar,2
BT4,desenhar,8
BT4,desenher,2
BT4,desenvolver,20
BT4,desgastir,1
BT4,deslizar,1
BT4,detalhar,7
BT4,detectar,3
BT4,determinar,5
BT4,determinirar,1
BT4,difer,5
BT4,diferenciar,18
BT4,diferir,4
BT4,digar,2
BT4,discriminar,1
BT4,discutar,18
BT4,discutir,50
BT4,disfarçar,1
BT4,dispor,1
BT4,distingir,1
BT4,distinguir,6
BT4,distribuir,11
BT4,divida,2
BT4,dividendo,1
BT4,dividir,17
BT4,dobrar,1
BT4,ecoar,1
BT4,elaborar,1
BT4,ele,2
BT4,encadear,1
BT4,encontrar,6
BT4,enfrentar,1
BT4,enganar,1
BT4,enrolar,1
BT4,entender,3
BT4,envelhecir,1
BT4,envolver,5
BT4,escalar,1
BT4,escavar,1
BT4,esclareçar,1
BT4,escolher,4
BT4,escrever,14
BT4,espalhar,1
BT4,espaçar,4
BT4,especializar,1
BT4,espumar,2
BT4,estabelecer,1
BT4,estaiar,2
BT4,estender,2
BT4,estimar,1
BT4,estruturar,7
BT4,evitar,2
BT4,examinar,3
BT4,excluir,1
BT4,executar,2
BT4,exibir,2
BT4,existir,4
BT4,expandir,1
BT4,explicar,23
BT4,exprimir,1
BT4,fabricar,2
BT4,facilitar,1
BT4,falar,1
BT4,fazer,2
BT4,fechar,3
BT4,finito,3
BT4,fluer,1
BT4,flutuar,1
BT4,fornecer,11
BT4,fornecir,2
BT4,forneçar,1
BT4,forçar,1
BT4,fosfodiéster,1
BT4,fosforilar,1
BT4,ganhar,1
BT4,garantir,4
BT4,gater,1
BT4,gerar,2
BT4,gerenciar,2
BT4,grampear,1
BT4,habilitar,2
BT4,haver,3
BT4,hemer,1
BT4,hospedar,2
BT4,híbrir,1
BT4,identificar,64
BT4,ilustrar,13
BT4,implantar,3
BT4,implementar,17
BT4,impor,2
BT4,inclinar,1
BT4,incluir,4
BT4,incluír,1
BT4,incorporar,3
BT4,indiquir,1
BT4,inferir,24
BT4,influencir,3
BT4,informar,2
BT4,inserir,1
BT4,inspecionar,2
BT4,integrar,2
BT4,inter-relacionar,1
BT4,interagir,1
BT4,interessar,1
BT4,investigar,4
BT4,investigariar,1
BT4,justificar,2
BT4,laminar,6
BT4,lançar,1
BT4,latão,1
BT4,ler,1
BT4,levar,2
BT4,lidar,4
BT4,ligar,2
BT4,limitar,1
BT4,listir,1
BT4,manipular,1
BT4,manter,6
BT4,maximizar,5
BT4,megar,1
BT4,melhorar,14
BT4,microfarad,1
BT4,microprogramar,1
BT4,migrar,2
BT4,minimizar,8
BT4,misturar,1
BT4,mitigar,5
BT4,modelar,2
BT4,monitorar,4
BT4,morar,1
BT4,mostrar,17
BT4,multivariar,1
BT4,métor,1
BT4,negociar,1
BT4,nivelar,1
BT4,nivele,1
BT4,nomear,1
BT4,nuvem,13
BT4,observar,1
BT4,obter,6
BT4,oca,1
BT4,ocorrer,5
BT4,ocular,1
BT4,on-line,1
BT4,operar,1
BT4,orientar,4
BT4,otimizar,13
BT4,oxigenar,1
BT4,parametrizar,1
BT4,participar,1
BT4,passado,1
BT4,passar,3
BT4,pensar,1
BT4,perguntar,1
BT4,permiter,1
BT4,permitir,1
BT4,personalizar,6
BT4,pertencer,1
BT4,pesar,1
BT4,piscar,1
BT4,planejar,8
BT4,poder,2
BT4,ponderar,5
BT4,praticar,1
BT4,precisar,4
BT4,predicar,2
BT4,preparar,1
BT4,preservar,2
BT4,pressurizar,2
BT4,pretender,2
BT4,prever,5
BT4,prioritário,1
BT4,priorizar,1
BT4,produzir,3
BT4,profur,4
BT4,projetar,11
BT4,promover,2
BT4,propor,1
BT4,proteger,2
BT4,provar,5
BT4,provocar,1
BT4,proxy,1
BT4,pré-treinar,1
BT4,publicar,1
BT4,qui-quadrar,1
BT4,radar,1
BT4,rastrear,1
BT4,reabastecer,1
BT4,read-through,1
BT4,realizar,7
BT4,recomender,15
BT4,reconstruir,1
BT4,reduzir,11
BT4,referir,1
BT4,refletir,1
BT4,reforçar,7
BT4,reger,1
BT4,registrar,1
BT4,regular,3
BT4,relacionar,2
BT4,remover,1
BT4,reparar,1
BT4,requerer,6
BT4,resfriar,1
BT4,resolver,4
BT4,respondir,1
BT4,retorner,1
BT4,robustez,1
BT4,rotular,2
BT4,rotule-er,2
BT4,ruído,1
BT4,saturar,1
BT4,segmentar,1
BT4,seguir,2
BT4,selecionar,12
BT4,semissupervisionar,1
BT4,sofrer,2
BT4,sujeitar,1
BT4,superpipelinear,1
BT4,supervisionar,7
BT4,suportar,1
BT4,surgir,1
BT4,suspender,2
BT4,sustentir,1
BT4,síncronar,3
BT4,ter,4
BT4,tirar,2
BT4,tomar,9
BT4,tr,2
BT4,trabalhar,2
BT4,tracar,1
BT4,trair,1
BT4,transmitir,6
BT4,tratar,2
BT4,turbina,3
BT4,têmperar,3
BT4,usar,38
BT4,utilizar,4
BT4,vapor,6
BT4,vencer,1
BT4,vender,1
BT4,versus,24
BT4,versusr,5
BT4,via,1
BT4,vincular,3
BT4,¦,1
BT4,ácir,1
BT5,abordar,2
BT5,aceitar,1
BT5,achar,9
BT5,acontecer,1
BT5,adequar,1
BT5,adicionar,1
BT5,aditivo,1
BT5,adotar,3
BT5,afetar,1
BT5,afirmar,2
BT5,agrupar,1
BT5,ajudar,1
BT5,alavancar,1
BT5,alcançar,1
BT5,algoritmo,1
BT5,alimentar,1
BT5,amar,1
BT5,analisar,8
BT5,anunciar,1
BT5,aplicar,1
BT5,apoiar,9
BT5,aprender,2
BT5,apresentar,7
BT5,aprimorar,1
BT5,apropriar,10
BT5,aprovar,1
BT5,argumentar,1
BT5,armar,1
BT5,armazenar,1
BT5,arriscar,1
BT5,associar,7
BT5,atingir,2
BT5,ativar,1
BT5,aumentar,10
BT5,automatizar,6
BT5,autorizar,5
BT5,autônomo,8
BT5,autônor,1
BT5,auxiliar,1
BT5,avaliar,112
BT5,avançar,3
BT5,basear,8
BT5,buscar,1
BT5,calcular,2
BT5,centralizar,1
BT5,certificar,1
BT5,classificar,1
BT5,coletar,1
BT5,combinar,1
BT5,começar,1
BT5,comparar,1
BT5,comprar,3
BT5,comunicar,1
BT5,concentrar,1
BT5,concluir,2
BT5,concordar,2
BT5,conduzer,1
BT5,conduzir,1
BT5,conectar,1
BT5,considerar,10
BT5,consistir,1
BT5,construir,1
BT5,continuar,1
BT5,contratar,2
BT5,controlar,3
BT5,convencer,4
BT5,convençar,5
BT5,conversar,1
BT5,crescer,1
BT5,criar,4
BT5,criticar,6
BT5,cumprir,1
BT5,dar,9
BT5,debatar,45
BT5,debater,6
BT5,decidir,7
BT5,declarar,2
BT5,defendar,1
BT5,defender,15
BT5,definir,11
BT5,demandar,1
BT5,depender,1
BT5,descobrir,1
BT5,descrever,2
BT5,desejar,1
BT5,desempenhar,1
BT5,deter,2
BT5,determinar,5
BT5,determinir,1
BT5,determinirar,1
BT5,diferir,1
BT5,digar,1
BT5,direcionar,5
BT5,diretriz,1
BT5,discriminar,15
BT5,discutar,5
BT5,discutir,5
BT5,distribuir,8
BT5,distribuír,1
BT5,dívir,1
BT5,elaborar,4
BT5,eliminar,2
BT5,encadear,1
BT5,encarregar,1
BT5,encontrar,1
BT5,enfrentar,3
BT5,entender,1
BT5,entrar,2
BT5,entregar,1
BT5,enumerir,1
BT5,envolver,1
BT5,escanear,1
BT5,escolher,10
BT5,escrever,2
BT5,esperar,1
BT5,esquecer,1
BT5,estabelecer,1
BT5,estar,1
BT5,estimar,3
BT5,estimular,1
BT5,estudar,3
BT5,evitar,2
BT5,examinar,2
BT5,exclamar,2
BT5,executar,1
BT5,exercer,2
BT5,existir,3
BT5,explicar,2
BT5,explorar,1
BT5,facilitar,1
BT5,falar,2
BT5,familiarizar,1
BT5,fazer,2
BT5,federar,4
BT5,financiar,2
BT5,finito,2
BT5,fixar,1
BT5,focar,2
BT5,fornecer,9
BT5,forneçar,3
BT5,fortalecer,2
BT5,funcionar,3
BT5,fundamentar,1
BT5,garantir,16
BT5,gerar,9
BT5,gerenciar,3
BT5,gostar,6
BT5,habilitar,1
BT5,haver,1
BT5,hiperárir,1
BT5,hospedar,1
BT5,híbrido,1
BT5,identificar,1
BT5,ilustre,1
BT5,implantar,3
BT5,implementar,9
BT5,inapropriar,1
BT5,incentivar,1
BT5,inclinar,1
BT5,incluir,40
BT5,influenciar,1
BT5,influencir,1
BT5,inspecionar,1
BT5,integrar,2
BT5,investir,8
BT5,julgar,5
BT5,justificar,23
BT5,lembrar,1
BT5,levar,3
BT5,lidar,6
BT5,ligar,1
BT5,limitar,2
BT5,listar,1
BT5,manter,2
BT5,maximizar,5
BT5,mecanismo,6
BT5,medir,1
BT5,melhorar,28
BT5,mesar,6
BT5,metamorfosear,1
BT5,minimizar,6
BT5,mitigar,3
BT5,monitorar,2
BT5,mostrar,1
BT5,mudar,1
BT5,nuvem,6
BT5,nuvir,1
BT5,observar,1
BT5,obter,3
BT5,ocorr,1
BT5,oferecer,1
BT5,on-line,2
BT5,onliner,8
BT5,orientar,2
BT5,otimizar,9
BT5,ouvir,2
BT5,padronizar,1
BT5,pagar,1
BT5,participar,1
BT5,perfeito,1
BT5,permitir,2
BT5,personalizar,4
BT5,pesticir,1
BT5,planejar,3
BT5,poder,6
BT5,precisar,4
BT5,preencherio,1
BT5,prenhe,1
BT5,prevenir,1
BT5,prever,7
BT5,produzir,2
BT5,profundo,2
BT5,profur,2
BT5,proibir,1
BT5,projetar,3
BT5,promover,5
BT5,propor,17
BT5,proposta,1
BT5,prosseguir,1
BT5,proteger,7
BT5,protender,1
BT5,provar,1
BT5,pré-treinar,1
BT5,raciocinar,1
BT5,radar,1
BT5,realizar,2
BT5,receber,1
BT5,recomendar,41
BT5,recomender,10
BT5,recompensa,2
BT5,reconhecer,15
BT5,recuperar,2
BT5,reduzir,7
BT5,referir,1
BT5,reformar,2
BT5,regular,1
BT5,rejeitar,1
BT5,relacionar,6
BT5,relatar,1
BT5,removir,1
BT5,resolver,5
BT5,responder,1
BT5,retornar,1
BT5,retratar,1
BT5,sair,1
BT5,se,1
BT5,seguir,1
BT5,selecionar,7
BT5,sentiriar,1
BT5,sobrecargo,1
BT5,sobreviver,1
BT5,sobrevivir,1
BT5,soldar,1
BT5,substituir,1
BT5,sugerir,1
BT5,superar,2
BT5,supor,2
BT5,tentar,1
BT5,ter,2
BT5,terceirizar,1
BT5,testar,1
BT5,tirar,2
BT5,tomar,5
BT5,tomer,1
BT5,transformar,1
BT5,transmitir,1
BT5,transportir,1
BT5,treinar,2
BT5,tripular,4
BT5,usar,23
BT5,verificar,17
BT5,via,1
BT5,vir,1
BT5,visitar,1
BT5,vivenciar,1
BT5,árido,1
BT5,â€,1
BT6,PH,1
BT6,abastecer,1
BT6,abordar,1
BT6,aborder,1
BT6,abranjar,1
BT6,abstrair,1
BT6,aceitar,2
BT6,acelerar,1
BT6,acomodar,1
BT6,acontecer,3
BT6,acrescentar,1
BT6,adaptar,7
BT6,adequar,1
BT6,afetar,2
BT6,afeter,1
BT6,ajudar,3
BT6,ajustar,2
BT6,alavancar,1
BT6,alegar,1
BT6,algoritmo,10
BT6,alimentar,1
BT6,analisar,8
BT6,analise,1
BT6,anunciar,1
BT6,aplicar,3
BT6,aprendizar,3
BT6,aprimorar,3
BT6,apropriar,2
BT6,aproveitar,11
BT6,aproximar,1
BT6,armar,1
BT6,armazenar,4
BT6,assistir,1
BT6,assumar,1
BT6,atender,2
BT6,atenuar,1
BT6,atingir,5
BT6,atrair,3
BT6,aumentar,23
BT6,automatizar,6
BT6,autorizar,7
BT6,autônomo,1
BT6,auxiliar,1
BT6,avaliar,6
BT6,avançar,15
BT6,basear,21
BT6,calcular,18
BT6,cantilever,1
BT6,capturar,1
BT6,carregar,2
BT6,causar,1
BT6,celular,1
BT6,centralizar,2
BT6,citar,2
BT6,classificar,6
BT6,colaborar,2
BT6,coletar,3
BT6,combater,1
BT6,combinar,59
BT6,comercializar,1
BT6,comparar,1
BT6,compartilhar,5
BT6,compor,10
BT6,comprometer,1
BT6,concluir,1
BT6,conduzir,1
BT6,confiar,1
BT6,congestionar,1
BT6,conhecer,1
BT6,conseguir,7
BT6,conservar,1
BT6,considerar,8
BT6,construar,1
BT6,construir,18
BT6,contabilizar,1
BT6,contaminar,1
BT6,contar,2
BT6,conter,2
BT6,contá-lar,1
BT6,converter,4
BT6,coordenar,1
BT6,corrigir,1
BT6,criar,170
BT6,criptografar,2
BT6,cruzar,1
BT6,cumprir,1
BT6,célula,1
BT6,dar,8
BT6,datar,1
BT6,defender,1
BT6,definir,8
BT6,deixar,1
BT6,delinear,1
BT6,demanr,1
BT6,derivar,18
BT6,derive,1
BT6,descentralizar,7
BT6,descobrir,1
BT6,descrever,7
BT6,descrevir,1
BT6,desejar,1
BT6,desenhar,2
BT6,desenvolver,83
BT6,designar,3
BT6,desorder,1
BT6,detalhar,2
BT6,detectar,23
BT6,determinar,3
BT6,diagnosticar,1
BT6,dir,1
BT6,direcionar,1
BT6,discutar,1
BT6,dissolvir,1
BT6,distribuir,12
BT6,distribuír,3
BT6,edge,1
BT6,elaborar,7
BT6,eluir,3
BT6,embarcar,1
BT6,encontrar,2
BT6,endurecer,1
BT6,enfrentar,3
BT6,ensinar,1
BT6,entendar,1
BT6,entender,13
BT6,entregar,1
BT6,enviar,1
BT6,envolver,6
BT6,equipar,3
BT6,esboçar,1
BT6,escrevar,1
BT6,escrever,12
BT6,espalhar,1
BT6,estaiar,1
BT6,estruturar,1
BT6,evitar,7
BT6,executar,4
BT6,exibar,1
BT6,exibir,1
BT6,existir,1
BT6,explicar,2
BT6,explorar,1
BT6,fabricar,3
BT6,facilitar,3
BT6,falar,3
BT6,falecer,1
BT6,fazer,17
BT6,federar,3
BT6,ficar,1
BT6,filtrar,1
BT6,finito,1
BT6,fixar,1
BT6,formular,21
BT6,fornecer,22
BT6,fornecir,2
BT6,fundir,1
BT6,garantar,2
BT6,garantir,25
BT6,generalizar,26
BT6,gerar,45
BT6,gerenciar,6
BT6,gostar,1
BT6,habilitar,1
BT6,haver,2
BT6,hidrover,1
BT6,humanoide,1
BT6,híbrer,4
BT6,híbrir,1
BT6,identificar,6
BT6,ilustrar,1
BT6,ilustre,1
BT6,impedir,1
BT6,implantar,1
BT6,implementar,36
BT6,inadequar,1
BT6,incentivar,2
BT6,incluar,2
BT6,incluir,11
BT6,incorporar,30
BT6,incorporir,4
BT6,induzir,3
BT6,influenciar,1
BT6,inspecionar,1
BT6,integrar,34
BT6,interconectar,1
BT6,interessar,1
BT6,introduzir,1
BT6,inventar,20
BT6,lançar,1
BT6,legenda,1
BT6,ler,1
BT6,levar,7
BT6,liberar,1
BT6,lidar,7
BT6,liderar,6
BT6,ligar,1
BT6,limitar,2
BT6,little,1
BT6,localizar,3
BT6,manter,2
BT6,matricular,1
BT6,matrilinear,1
BT6,maximizar,10
BT6,mecanismo,2
BT6,medir,1
BT6,melhor,2
BT6,melhorar,57
BT6,mesh,1
BT6,minimizar,21
BT6,misturar,1
BT6,mitigar,34
BT6,modelar,1
BT6,modernizar,2
BT6,modificar,1
BT6,modificariar,2
BT6,modular,1
BT6,monitorar,5
BT6,montar,1
BT6,mostrar,1
BT6,movar,1
BT6,mudario,1
BT6,negociar,1
BT6,nitrogenar,1
BT6,nuvem,11
BT6,obter,3
BT6,oferecer,3
BT6,offshorer,2
BT6,offshorir,1
BT6,on-line,2
BT6,online,1
BT6,onliner,6
BT6,operar,3
BT6,organizar,2
BT6,orientar,1
BT6,otimizar,53
BT6,padr,1
BT6,passar,3
BT6,perfazer,1
BT6,perfeito,1
BT6,permitir,16
BT6,personalizar,23
BT6,pesar,2
BT6,planejer,1
BT6,playlists,2
BT6,poder,15
BT6,poderíar,2
BT6,ponderar,1
BT6,praticar,1
BT6,precisar,3
BT6,preocupar,1
BT6,preservar,4
BT6,preservir,4
BT6,pretender,1
BT6,prevenir,1
BT6,prever,33
BT6,priorizar,2
BT6,procer,1
BT6,processar,2
BT6,produzir,1
BT6,profundo,3
BT6,profur,6
BT6,programar,2
BT6,progredir,1
BT6,projetar,72
BT6,projeter,3
BT6,promover,12
BT6,propor,52
BT6,proteger,8
BT6,provar,1
BT6,pré-processe,1
BT6,purificar,4
BT6,quantificar,2
BT6,radar,2
BT6,rastrear,2
BT6,reaproveitar,2
BT6,reciclar,3
BT6,recomendar,6
BT6,recomer,1
BT6,recuperar,2
BT6,reduzir,27
BT6,reescrevar,1
BT6,reescrever,3
BT6,reestruturariar,1
BT6,refletir,1
BT6,reforçar,2
BT6,relacionar,14
BT6,relatar,1
BT6,reparar,2
BT6,representar,1
BT6,resgatar,1
BT6,resistir,1
BT6,resolver,4
BT6,restaurar,2
BT6,resur,1
BT6,reter,1
BT6,reunir,1
BT6,robusto,1
BT6,salvaguarr,1
BT6,significar,1
BT6,simetria,1
BT6,sintetizar,1
BT6,skyscraper,1
BT6,sobrepor,1
BT6,sobreviver,1
BT6,sobrevivir,1
BT6,soldar,1
BT6,substituir,1
BT6,sugerir,2
BT6,sugirar,4
BT6,superar,1
BT6,supervisionar,1
BT6,supor,1
BT6,suportar,2
BT6,surgir,1
BT6,sóler,3
BT6,tentar,2
BT6,ter,2
BT6,terahertz,1
BT6,tirar,24
BT6,tomar,1
BT6,tornar,1
BT6,trabalhar,1
BT6,transbordar,1
BT6,treinar,5
BT6,treliçar,1
BT6,tripular,4
BT6,ultrapassar,1
BT6,usandor,1
BT6,usar,77
BT6,utilizar,6
BT6,validar,1
BT6,vencer,1
BT6,verificar,1
BT6,via,5
BT6,viver,1
BT6,árir,1
BT6,úmir,1
