Questões,Categoria,id_pergunta
Explique o processo de identificação de riscos?,BT4,1343
 Cada uma das QUATRO (4) perspectivas históricas diferentes tem uma perspectiva única sobre Tecnologia Educacional e a define de uma forma ligeiramente diferente. Liste e discuta as QUATRO (4) perspectivas.,BT2,1344
O que você quer dizer com plásticos de engenharia?,BT1,1345
Quais são as diferentes chamadas do sistema de gerenciamento de processos no Linux?,BT1,1346
Um venturímetro horizontal com diâmetro de entrada e garganta de 30 cm e 15 cm respectivamente é usado para medir a vazão de água.,BT3,1347
"Em um material magnético, a perda de histerese é de 150 W quando a densidade máxima de fluxo é de 1,3 tesla e a frequência é de 50 Hz. Qual seria a perda de histerese se a densidade de fluxo fosse reduzida para 0,8 tesla e a frequência aumentada para 60 Hz? Suponha que a perda de histerese seja proporcional a (B m)1,7.",BT3,1348
Uma coluna de aço de 4 m de comprimento e 100 mm de diâmetro é fixada em uma extremidade e livre na outra.,BT5,1349
 Fundamente suas respostas com UM (1) exemplo da vida cotidiana para CADA teoria.,BT5,1350
 Explique os TRÊS (3) processos de formação de uma opinião pública. Dê suas respostas com um exemplo para cada processo.,BT2,1351
Descreva o teste de rotor bloqueado e sem carga conduzido em um motor de indução trifásico com diagrama de circuito adequado e anote os cálculos envolvidos.,BT2,1352
Encontre o ângulo entre as tangentes à curva 232 rt it jt kï€½ï€«ï€ nos pontos t = 1 e t = –1.,BT3,1353
Compare máquinas de perfuração em grupo e máquinas de perfuração multifuso.,BT4,1354
 Discuta CINCO (5) estágios de gerenciamento de crise. Forneça à sua discussão UM (1) exemplo apropriado para cada estágio.,BT2,1355
Quais são os problemas básicos de desempenho em pipeline?,BT1,1356
Escreva notas curtas sobre o seguinte.,BT1,1357
 Descreva brevemente os estágios envolvidos na montagem da sequência para a metodologia shotgun do genoma completo.,BT2,1358
Explique o Economizer.,BT1,1359
 Sugira QUATRO (4) maneiras pelas quais um provedor de serviços de logística como a FedEx pratica princípios ecologicamente corretos em sua operação.,BT6,1360
O que é personalização CAD?,BT1,1361
Explique o método nucleônico para medição de nível com diagrama adequado.,BT3,1362
Um circuito RL em série na Fig. No.,BT3,1363
Escreva uma breve nota sobre revestimentos protetores orgânicos?,BT1,1364
"Transação com parte relacionada é uma transação realizada por uma PLC ou suas subsidiárias, que envolveu o interesse da parte relacionada. Justifique as razões para divulgação da transação com parte relacionada.",BT5,1365
Explique o modelo de classe e o modelo de função com um exemplo.,BT1,1366
Um motor CC de 6 polos com armadura conectada por onda tem 87 slots com 6 condutores por slot.,BT3,1367
Onde os semicondutores são usados?,BT1,1368
 O comitê de nomeação desempenha um papel crucial em garantir a continuidade do conselho de diretores no futuro. Analise as funções do comitê de nomeação no contexto da governança corporativa.,BT4,1369
Explique várias peças e quaisquer dois tipos de falhas com esboços claros.,BT1,1370
 Identifique o tipo de crise com base no tempo como uma variável crítica.,BT2,1371
Liste vários métodos lineares para definir curvas e explique cada um deles com um esboço.,BT1,1372
Determine a inclinação e a deflexão máximas para uma viga simplesmente apoiada mostrada na figura abaixo.,BT3,1373
Explique o que é material ferromagnético e ferrimagnético e suas aplicações.,BT2,1374
Defina Engenharia Industrial.,BT1,1375
"Com um diagrama de pinos limpo, explique a função de cada pino do CI 741",BT1,1376
"Com um diagrama de blocos claro, explique a medição de corrente CA usando o microcontrolador 8051.",BT2,1377
 Interpretar CINCO (5) tendências emergentes de aplicação de tecnologia na educação.,BT2,1378
Explique o método de Gauss Seidel para solução de equações simultâneas.,BT2,1379
O que significa sistema de governo e explique todos os tipos de sistemas de governo?,BT1,1380
Quais são os tipos de cavacos formados durante o corte de metal?,BT1,1381
Um eixo composto consiste em uma haste de cobre de 20 mm de diâmetro envolvida em um tubo de aço de 60 mm de diâmetro externo e 20 mm de espessura.,BT3,1382
Explique quaisquer três operações de trabalho em chapas metálicas com suas respectivas aplicações.,BT1,1383
Diferencie CRO de DSO.,BT1,1384
Explique um algoritmo para encontrar o grau de entrada e saída de um vértice com um exemplo adequado.,BT3,1385
Qual é a complexidade espacial da árvore binária encadeada?,BT1,1386
Derive uma equação para o comprimento da transmissão por correia cruzada.,BT4,1387
Explique o funcionamento de uma célula fotovoltaica e o circuito equivalente mais simples para uma célula fotovoltaica.,BT1,1388
Uma viga cantilever de vão 2.,BT3,1389
O que é reutilização de software?,BT1,1390
Determine a quantidade do pedido econômico.,BT3,1391
Explique o princípio de funcionamento do motor de indução e o conceito de campo magnético rotativo.,BT1,1392
Desenhe e explique o funcionamento de um multímetro digital.,BT4,1393
Explique a árvore Splay com um exemplo.,BT1,1394
Explique o conceito de algoritmo de substituição de página. Liste os diferentes algoritmos de substituição de página.,BT1,1395
Explique os seguintes termos.,BT1,1396
" A terapia enzimática é aplicada clinicamente para tratar a doença de Gaucher. Descreva a causa da doença, a enzima terapêutica e sua função.",BT2,1397
" A NIKE realizará uma pesquisa de consumidor sobre seus calçados. Avalie CINCO (5) tipos de pesquisa de consumidor que a Nike pode implementar, fornecendo um exemplo apropriado para cada um.",BT5,1398
Escreva uma nota sobre materiais de alta e baixa temperatura com um exemplo.,BT1,1399
Os pinhões de um trem de engrenagens epicíclicas são dispostos conforme mostrado na Fig.,BT3,1400
Em uma determinada empresa instalamos 2000 lâmpadas LED em cada andar.,BT3,1401
Quais são os critérios para seleção de controladores em Produtos Embarcados?,BT1,1402
Explique o RTD com seu princípio de funcionamento. Explique o arranjo de três fios do RTD.,BT1,1403
Defina Herança.,BT1,1404
"Uma placa de metal uniforme infinitamente longa é encerrada entre as linhas y = 0 e y = l para x > 0. A temperatura é zero ao longo das arestas y = 0, y = l e no infinito. Se a aresta x = 0 for mantida a uma temperatura constante 0,v Encontre a distribuição de temperatura ï€¨ï€©,.vxy",BT3,1405
Escreva uma breve nota sobre os circuitos do Level Shifter.,BT2,1406
Explique a classificação do aço com base no teor de carbono e suas aplicações.,BT1,1407
 Explique a euromoeda e seu mercado.,BT2,1408
Explique quaisquer duas deficiências minerais em detalhes.,BT4,1409
" Os mecanismos de busca são meios essenciais para atrair tráfego para sites. Como um novo executivo de marketing da Munchy's Malaysia, recomendo TRÊS (3) táticas usadas em marketing de mecanismos de busca (SEM).",BT6,1410
O que é fluidização?,BT1,1411
Explique o algoritmo de preenchimento de polígonos de linhas de varredura?,BT1,1412
O que é ajuste de atraso no caso do medidor de energia?,BT1,1413
Liste e explique diferentes aplicações de microcontroladores.,BT1,1414
"Como melhorar a tomada de decisões com sistemas de informação, dê exemplos adequados.",BT1,1415
 Defina materiais instrucionais com base no seu entendimento.,BT1,1416
Provar,BT4,1417
Explique o gerador de onda senoidal com um diagrama de circuito e formas de onda bem definidos.,BT2,1418
" Seu lucro do projeto anterior é de RM30.000,00 e você acaba de ganhar um novo projeto para construir uma nova pista de aeroporto em Sepang, Selangor. Decida se você vai comprar o bulldozer ou pagar bônus para sua equipe. Use o conceito de custo de oportunidade, escolhas e escassez para ajudar sua explicação.",BT3,1419
 A Tailândia atualmente tem uma taxa de desemprego de 17% e os investidores no país são sensíveis a mudanças na taxa de juros. Explique ao seu amigo a política a ser tomada pelo Banco Central da Tailândia para atingir 3% de taxa de desemprego usando diagrama(s) apropriado(s).,BT2,1420
Fundamente suas respostas com DOIS (2) exemplos da vida cotidiana para cada estratégia.,BT5,1421
Teorema de amostragem de estados no domínio do tempo.,BT1,1422
Escreva uma breve nota sobre classificações e diferentes tipos de rolamentos antifricção.,BT1,1423
Descreva os tipos de geradores elétricos de turbinas eólicas.,BT1,1424
O que significa Construtor?,BT1,1425
Explique as diferentes propriedades mecânicas da cerâmica.,BT4,1426
 Esboce a isoterma do Tipo II e forneça uma breve descrição de sua natureza e dos processos que dão origem à isoterma.,BT3,1427
Liste e explique quatro exemplos comuns de exceções.,BT4,1428
Indique quais arquiteturas de banco de dados você prefere para a seguinte aplicação.,BT3,1429
Diferencie entre processo de estampagem e desgravação.,BT4,1430
O que você quis dizer com concreto compactado a rolo?,BT2,1431
Descreva a PMTS com uma ilustração adequada.,BT1,1432
Como a granularidade dos itens de dados afeta o desempenho do controle de simultaneidade?,BT4,1433
"Produção e capital estão aumentando mais rapidamente do que o trabalho na indústria farmacêutica. No entanto, o trabalho está aumentando mais rápido do que o capital e a produção na indústria agrícola. Avalie a diferença no crescimento da produção e produtividade entre essas duas indústrias.",BT5,1434
Explique os vários métodos para proteger encostas de falhas com um esboço claro.,BT1,1435
"O comprimento dos vários elos do mecanismo, conforme mostrado na fig.",BT3,1436
O que é um polímero biodegradável?,BT1,1437
Breve nota sobre proporções ideais de um vaso.,BT1,1438
Cite TRÊS características que estão associadas a plantas invasoras.,BT1,1439
Diferencie uma malha de nylon de uma malha de aço inoxidável.,BT4,1440
Cite e explique os fatores que afetam a resistência ao cisalhamento de solos coesos e não coesos.,BT1,1441
 Explique o termo inflação conforme usado na economia da construção.,BT2,1442
 Dê a fórmula apropriada para calcular a velocidade de sedimentação.,BT2,1443
Para a equação diferencial.,BT4,1444
 Compare o método de tempero entre madeira macia e madeira dura.,BT2,1445
Ilustre com um diagrama de circuito adequado o comparador inversor.,BT3,1446
 Descreva CINCO (5) principais participantes da publicidade.,BT1,1447
 Explique quaisquer QUATRO (4) estratégias de design de produto que você aprendeu. Avalie a importância de cada estratégia.,BT2,1448
Obtenha energia do vento e impactos ambientais das turbinas eólicas.,BT4,1449
Encontre o fluxo máximo na rede de transporte usando o procedimento de rotulagem.,BT3,1450
Dê quaisquer 2 aplicações de molas e quaisquer 2 materiais necessários para a fabricação de molas.,BT1,1451
 Identifique o papel da publicidade em revistas femininas globais e em revistas femininas locais.,BT2,1452
Descreva o Dilema do Prisioneiro no contexto da teoria dos jogos.,BT1,1453
Defina o número formativo de dentes para engrenagem helicoidal e expresse a fórmula com termos.,BT1,1454
Explique como os testes de cisalhamento são conduzidos com diferentes condições de drenagem?,BT1,1455
 Destacar a importância da análise bioinformática em estudos genômicos.,BT2,1456
Explique a transformação de tensão em fonte de corrente.,BT2,1457
Liste quaisquer três objetivos do teste?,BT1,1458
Avalie por que um monopolista detém mais características indesejáveis em comparação a um concorrente perfeito. Dê evidências do gráfico para apoiar sua resposta.,BT5,1459
A nota média em matemática de uma amostra de 100 alunos foi de 51 com S.,BT3,1460
"Um interruptor e um LED são conectados ao 8051, conforme mostrado no diagrama.",BT3,1461
Explique características e recursos importantes dos fluxos encontrados na engenharia hidráulica em comparação com casos em outras engenharias de fluidos.,BT2,1462
Explique a sensibilização e a deterioração da solda.,BT2,1463
Diferencie entre adesivos hot melt e adesivos à base de água.,BT4,1464
Explique resumidamente o estilo de dobradura em papel.,BT1,1465
Discutir o problema dos diamantes em detalhes?,BT4,1466
Explique o gerenciamento de defeitos.,BT1,1467
Quais são as etapas do design em uma sequência de animação?,BT1,1468
"Determine o deslocamento vertical da junta C da estrutura articulada por pinos, conforme mostrado na figura abaixo.",BT4,1469
 Descreva a composição de aminoácidos que pode desestabilizar a estabilidade helicoidal de uma enzima.,BT2,1470
Como são classificadas as usinas hidrelétricas?,BT1,1471
Explique o funcionamento do conversor digital para analógico.,BT4,1472
 Filmes dielétricos podem ser termicamente cultivados ou depositados. Discuta a diferença fundamental entre esses dois métodos.,BT2,1473
 Nomeie os seguintes aminoácidos conservados de acordo com seus códigos de letras correspondentes: SQYKRECP.,BT1,1474
Quais são os tipos de erros que podem causar falha em uma transação?,BT1,1475
Explique o fenômeno de endurecimento geométrico e amolecimento geométrico.,BT2,1476
Desenhe e explique as características de um motor CC shunt.,BT1,1477
O que é Priming?,BT1,1478
 Preveja o efeito na densidade aparente quando uma grande quantidade de matéria orgânica é adicionada ao solo. Justifique sua resposta.,BT5,1479
"Projete um layout de tira para fabricar um componente de aço, conforme mostrado na figura.",BT3,1480
Estabeleça os objetivos da sobrealimentação do motor.,BT1,1481
Desenhe o circuito do Op-Amp como conversor VI. Explique também seu funcionamento.,BT1,1482
Escreva a diferença entre turbina de impulso e turbina de reação.,BT4,1483
 Discuta os objetivos e a provisão de segurança em um canteiro de obras.,BT2,1484
Uma linha de transmissão de 16 km de comprimento consiste em um par de condutores 1.,BT3,1485
Explique com um diagrama claro a porta NOR do CMOS.,BT1,1486
 Explique os motivos do uso de uma abordagem de mídia mista pelos anunciantes.,BT2,1487
Descreva a implementação da fila usando um Array Circular.,BT1,1488
 A oxidação é um dos processos térmicos mais importantes. Discuta brevemente as características da oxidação seca.,BT2,1489
Explique a construção e o funcionamento de uma máquina síncrona.,BT1,1490
Quais são as vantagens do osciloscópio de armazenamento digital em relação ao osciloscópio Dual Trace?,BT2,1491
Explique as seguintes funções com exemplos adequados.,BT4,1492
O que são deslizamentos de terra? Quais são as causas deles?,BT1,1493
Explique a ISO 9000 e sua importância.,BT1,1494
 Destaque as questões importantes discutidas no Relatório Greenbury de 1995.,BT2,1495
Escreva uma pequena nota sobre como buscar uma palavra na memória.,BT2,1496
O que é Queue? Explique a operação de inserção e exclusão em Queue com um diagrama adequado.,BT1,1497
O que é min heap?,BT1,1498
"Usando diagramas apropriados, explique como um setor de custos decrescentes afeta a curva de oferta de longo prazo em um mercado perfeitamente competitivo.",BT2,1499
Explique várias especificações do ADC.,BT1,1500
Escreva a diferença entre throw e throws.,BT1,1501
Explique com um diagrama de circuito claro o funcionamento do retificador inversor de onda completa de precisão com sua forma de onda.,BT2,1502
Diferencie polimorfismo de tempo de compilação e polimorfismo de tempo de execução.,BT1,1503
Desenhe e explique o receptor PCM.,BT1,1504
 Identifique quais tipos de defeitos de alvenaria exigem rejeição do supervisor.,BT1,1505
Explique com um exemplo adequado a travessia DFS e BFS de um gráfico.,BT1,1506
 Desenhe a ``curva de demanda de mercado'' e a ``curva de oferta''.,BT2,1507
 Desenhe um diagrama para ilustrar a reação de degradação de Edman no sequenciamento de proteínas.,BT2,1508
Escreva um programa usando put() para escrever caracteres em um arquivo até que o usuário digite um cifrão.,BT3,1509
Discuta QUATRO (4) fatores que afetam a taxa de câmbio no longo prazo.,BT2,1510
Desenhe e explique a construção básica de um sistema ideal baseado em microprocessador com a ajuda de um diagrama claro.,BT4,1511
O que significa Metamorfismo?,BT1,1512
O que é série de Fourier. Escreva a fórmula para séries de Fourier exponenciais e trigonométricas.,BT1,1513
"Uma corda esticada firmemente com extremidades fixas x = 0 e x = l está inicialmente em repouso em sua posição de equilíbrio e é colocada em vibração dando a cada ponto uma velocidade 3x(l – x) para 0 < x < l. Encontre o deslocamento y(x, t) em qualquer instante t.",BT3,1514
 Building Information Modeling (BIM) afirma melhorar a eficiência da construção. Discuta TRÊS (3) benefícios que você utilizaria e sua importância para seu projeto.,BT2,1515
Explique a relação entre resistência à compressão e resistência à tração do concreto.,BT1,1516
 Explique como os materiais instrucionais podem facilitar o processo de ensino e aprendizagem. Dê UM (1) exemplo.,BT2,1517
Explique uma breve classificação de I.,BT2,1518
"Explique o que é o ""núcleo da seção"" e obtenha uma seção central para uma coluna circular oca de diâmetro externo e interno ""D"" e ""d"", respectivamente.",BT4,1519
" Títulos municipais são títulos emitidos por governos locais, estaduais e municipais. Identifique TRÊS (3) tipos de Títulos Municipais disponíveis no mercado.",BT1,1520
Descreva com um diagrama claro - Nano fios.,BT1,1521
 Explique brevemente o que é um Repo.,BT2,1522
Compare motores de passo de relutância variável e de ímã permanente.,BT4,1523
Diferencie entre cisteína e cistina.,BT4,1524
Derive as condições para a seção de canal trapezoidal mais econômica.,BT4,1525
O que é regulador de voltagem?,BT1,1526
 Para reduzir a competição internacional para proteger algum setor importante da economia. Liste e explique TRÊS (3) instrumentos que podem ser usados para proteger nossas indústrias nacionais.,BT2,1527
Fundamente suas respostas com UM (1) exemplo para cada fator.,BT6,1528
 Descreva o uso de desenhos de arquitetura na construção.,BT2,1529
Calcule as densidades de portadores do semicondutor dopado a 400 K.,BT3,1530
Explique o funcionamento de uma célula fotovoltaica e o circuito equivalente mais simples para uma célula fotovoltaica.,BT2,1531
Diferencie entre condensação por filme e por gota.,BT4,1532
Explique a equação de Darcay Weisbach.,BT4,1533
"Projete o regulador de tensão ajustável para a seguinte especificação: tensão de saída = 5 V - 10 V I0 = 1,2 A, Iadj = 100ï A, R1 = 240ï —ï€®",BT3,1534
Explique a função de um relé eletromecânico e desenhe um diagrama de interface do relé com o microcontrolador 8051 com circuito de acionamento adequado.,BT2,1535
Explique a operação do oscilador de ponte de Wien com um diagrama de circuito simples.,BT2,1536
Indique o comprimento efetivo da coluna para várias condições finais.,BT1,1537
Dê as aplicações dos parâmetros de rede de duas portas e explique a estabilidade da rede.,BT1,1538
 Fertilizante com teor extremamente alto de fósforo é essencial para a floração. Justifique.,BT5,1539
Elabore operações de ciclo de trabalho repetitivo.,BT1,1540
Resolva o seguinte conjunto de equações lineares simultâneas usando o método de Gauss Seidel.,BT3,1541
" Como estratégia de defesa, a maioria dos metabólitos secundários das plantas exercem efeitos adversos sobre os herbívoros. Discuta como as plantas evitam se envenenar com esses metabólitos.",BT2,1542
" Partindo de um ponto de equilíbrio, explique o caso de uma indústria de custos decrescentes em um mercado perfeitamente competitivo com o auxílio de diagramas.",BT2,1543
Escreva o código JavaScript para criar o formulário da página de login.,BT3,1544
Relate as limitações das técnicas de levantamento predominantes e também dê vantagens do Sistema de Posicionamento Baseado no Espaço.,BT2,1545
Projetar e implementar Full Subtractor usando PAL?,BT3,1546
Explique com um exemplo adequado como a árvore binária pode ser representada usando.,BT2,1547
Uma torre de água é sustentada apenas por três pilares formando um triângulo equilátero com 10 m de lado.,BT3,1548
O que você quer dizer com fator de quantidade e fator de dissipação em pontes CA?,BT1,1549
Explique por que a condutividade elétrica de um semicondutor é maior que a de um isolante usando o diagrama de banda de energia.,BT2,1550
O que é multithreading?,BT1,1551
Desenhe o diagrama de blocos do PLL e explique cada bloco em detalhes.,BT1,1552
Escreva um algoritmo para busca de Fibonacci.,BT2,1553
 Resposta e Aprendizagem Baseada em Tarefas são métodos frequentemente usados em uma sala de aula. Diferencie os dois métodos descrevendo TRÊS (3) características para cada método e dê exemplos de UM (1) material e UMA (1) atividade usando esse material.,BT4,1554
O que é um registrador na CPU?,BT1,1555
Desenhe e explique a arquitetura do 8086.,BT2,1556
"Com um diagrama adequado, explique o método hidráulico de medição de nível.",BT2,1557
Derive a equação de torque do medidor de energia do tipo indução com notações usuais.,BT3,1558
Explique as aplicações da espectroscopia de infravermelho.,BT1,1559
 Analisar QUATRO (4) vantagens da aprendizagem assistida por dispositivos móveis como uma tecnologia digital emergente usada no ensino e na aprendizagem.,BT4,1560
Explique o erro estrutural relacionado à síntese do mecanismo.,BT1,1561
"Discuta os erros na ponte de Wheatstone, juntamente com suas limitações.",BT1,1562
Diferencie entre instrumentos virtuais e instrumentos tradicionais.,BT4,1563
Quais são os vários tipos de construtores em JAVA?,BT1,1564
"Suponha que uma economia esteja inicialmente abaixo da taxa natural de produção, devido à quebra do mercado de ações em 2008. Explique qual política o governo pode implementar para retornar a produção ao nível natural usando o diagrama apropriado.",BT2,1565
Quais são os vários tipos de juntas de soldagem usadas em vasos de pressão?,BT1,1566
Desenhe um esboço claro do gerador CC.,BT1,1567
Compare a lista vinculada circular com a lista vinculada simples em termos de prós e contras.,BT4,1568
Quais são os diferentes métodos de avaliação de cargos?,BT1,1569
O que é Semaphore?,BT1,1570
Desenhe e explique o circuito de um IGBT.,BT4,1571
"Com um diagrama adequado, explique os detalhes de construção do motor de indução de anéis coletores de 3 fases.",BT2,1572
Explique os diferentes tipos de juntas rebitadas.,BT1,1573
Discuta os fatores biológicos que causam a deterioração das flores cortadas.,BT2,1574
"Descreva, com a ajuda de esboços claros de formas de onda, métodos de geração de PWM.",BT2,1575
Explique a projeção de risco e o refinamento de risco em detalhes.,BT1,1576
Explique os fenômenos de combustão normal e anormal no motor de ignição comandada.,BT1,1577
Desenhe e explique o funcionamento do IGBT.,BT4,1578
O que é socket?,BT1,1579
 Compare e contraste replicações contínuas e descontínuas.,BT4,1580
 Há uma série de fatores que influenciam a produtividade de um setor da economia. Explique adequadamente.,BT2,1581
"Com diagramas adequados, explique a reação da armadura na máquina CC.",BT3,1582
Desenhe e explique a arquitetura de um microcontrolador típico.,BT3,1583
"Usando a abordagem marginal, explique e identifique quantas unidades de CD players a empresa deve produzir por dia se seu objetivo for maximizar seu lucro.",BT3,1584
Explique com um diagrama claro a porta NOR do CMOS de 2 entradas.,BT2,1585
Explique os diferentes níveis de proteção?,BT4,1586
Cite e explique as diversas especificações de domínio de frequência.,BT1,1587
"""À medida que unidades adicionais de um insumo variável são adicionadas a um insumo fixo, o produto marginal do insumo variável pode aumentar no início, cair posteriormente e se tornar negativo no curto prazo"". Explique esta afirmação usando diagramas apropriados.",BT2,1588
Enuncie e escreva seis propriedades da Transformada de Fourier.,BT1,1589
"Suponha que você foi designado para executar uma campanha de publicidade de pesquisa do Google Ads para um novo café em Kampar, Perak. Recomende CINCO (5) estratégias para desenvolver uma campanha de publicidade de pesquisa bem-sucedida para o café.",BT6,1590
 Descreva as três (3) maneiras pelas quais o JIT e a qualidade estão relacionados.,BT2,1591
 Explique CINCO (5) características do setor da construção.,BT2,1592
Desenhe o diagrama do circuito do multiplicador de frequência usando PLL e explique em detalhes.,BT2,1593
Explique o que você entende por A.,BT1,1594
Explique as propriedades do material isolante sólido.,BT1,1595
 Calcule o valor do multiplicador governamental e do multiplicador de impostos em uma economia aberta.,BT3,1596
Explique a lista encadeada generalizada com um exemplo adequado.,BT1,1597
Explique a organização vinculada com relação ao manuseio de arquivos.,BT1,1598
Explique o método de deposição química de vapor para síntese de nanomateriais.,BT4,1599
Derive a expressão para um número mínimo de dentes na roda dentada necessária para evitar interferência com o esboço limpo.,BT4,1600
Descreva a organização da memória RAM e ROM no microcontrolador 8051.,BT1,1601
Descreva em geral como o setor de construção é administrado pelo governo e em detalhes como uma estratégia governamental para melhorar o setor pode ser implementada de forma eficaz.,BT2,1602
" Na reforma de um novo showroom de carros, o cliente deseja atrair a atenção dos pedestres que passam pelo seu prédio. Proponha o tipo de envoltório externo para este prédio e explique as razões. Esboce o envoltório externo proposto.",BT6,1603
Duas retas PI e QI se encontram em uma distância de 3.450 m.,BT3,1604
Qual é a vantagem da saída de coletor aberto?,BT1,1605
Descreva quaisquer dois componentes que podem ser fabricados somente pela técnica de metalurgia do pó.,BT1,1606
 Elaborar os objetivos e o procedimento básico de projeto do projeto de fundação de uma edificação.,BT2,1607
Desenhe um amplificador somador inversor com três entradas e derive a expressão para sua tensão de saída V o?,BT1,1608
O principal constituinte do óleo de palma é o triglicerídeo. Descreva DUAS reações do triglicerídeo que podem afetar a qualidade dos óleos vegetais.,BT2,1609
O que é um padrão de design?,BT1,1610
O que significa transposição de condutores em uma linha aérea?,BT1,1611
Discuta em detalhes as garras mecânicas.,BT1,1612
Uma moeda imparcial é lançada cinco vezes.,BT3,1613
Construa uma árvore B de ordem 5 para os seguintes dados.,BT3,1614
Especifique a necessidade do elemento de controle final no processo e explique a válvula de controle globo e borboleta em detalhes com um esboço claro.,BT2,1615
Escreva um programa para escrever as letras abaixo pelo robô usando a linguagem VAL.,BT3,1616
 Desenhe um diagrama de roda de cores com cores primárias e secundárias.,BT2,1617
Desenhe a célula cúbica de face centrada e determine sua fração de empacotamento. Declare e explique as suposições que você fez.,BT3,1618
Qual é a necessidade do tratamento de exceções?,BT1,1619
Programe o 8051 em C para receber bytes de dados serialmente e colocá-los em P1.,BT3,1620
O que é zwitterion?,BT1,1621
"Construa uma estrutura de produto. Identifique componentes, pais e componentes.",BT6,1622
"Com um diagrama adequado, explique a construção e o funcionamento do medidor McLeod.",BT2,1623
Descreva a medição da densidade de fluxo com medidor de Gauss.,BT2,1624
O que é filtro passa-alta?,BT1,1625
Escreva métodos de linhas de transferência com exemplos adequados.,BT1,1626
O que é memória semicondutora?,BT1,1627
Explique o protocolo de roteamento Interdomínio e Intradomínio em detalhes.,BT4,1628
Encontre a Transformada de Laplace Inversa de ()()()2 41Xsss=+- se o ROC for â€“4 < Re(s) < 1.,BT3,1629
Explique as seguintes instruções usadas em linguagens C.,BT2,1630
Escreva uma breve nota sobre placas tectônicas.,BT1,1631
Deduza a equação do trabalho máximo realizado em termos de volume e em termos de pressão.,BT4,1632
Escreva um programa para divisão de números inteiros.,BT3,1633
Explique a durabilidade do concreto? Qual efeito a proporção água-cimento tem na durabilidade?,BT1,1634
Liste DUAS (2) a importância do uso de materiais instrucionais no ensino.,BT1,1635
Encontre linhas de regressão para os seguintes dados.,BT3,1636
Desenhe e explique o funcionamento do TRIAC.,BT2,1637
Classificar máquinas de brochagem.,BT1,1638
Declare e prove a propriedade de deslocamento temporal e integração da Transformada de Laplace.,BT4,1639
Compare as operações de fresamento ascendente e descendente com o esboço.,BT4,1640
Explique sobre fluxos predefinidos em Java.,BT2,1641
Proponha UM (1) novo sabor local de frutos do mar para os consumidores malaios do mercado de peixes de Manhattan. Descreva a necessidade do novo sabor.,BT6,1642
Explique a compressão multiestágio do compressor de ar alternativo.,BT4,1643
A função de transferência do caminho direto de um sistema de controle de feedback unitário é.,BT3,1644
Defina evaporação equivalente e eficiência da caldeira.,BT1,1645
Dê a classificação de dispositivos de entrada-saída. Explique quaisquer quatro propriedades de classificação usadas para dispositivos de E/S.,BT1,1646
Ilustre os estágios da abordagem de produto do ensino de escrita em ESL. Use exemplos apropriados.,BT2,1647
" Um título de cinco anos, com valor nominal de RM1.000 e cupom semestral de 6 por cento está sendo negociado com rendimento atual de 4 por cento. Calcule a duração do título.",BT3,1648
Escreva um programa Python para criar uma classe de fila usando métodos de lista.,BT3,1649
Desenhe e explique o princípio de funcionamento do medidor de vazão eletromagnético. Comente sobre a relação entre vazão e voltagem.,BT1,1650
 Explique o principal objetivo do LOCOS.,BT2,1651
 Discuta várias práticas para atingir o máximo rendimento e produção de óleo de palma bruto.,BT2,1652
 Explique TRÊS (3) vantagens de usar alumínio para fabricar calhas de telhado.,BT2,1653
Explique a espontaneidade usando a energia livre de Gibbs.,BT3,1654
Explique o seguinte roteamento.,BT1,1655
 Descreva as características e a importância do mercado secundário.,BT2,1656
O que significa tensão de reatância em caso de comutação em máquina CC?,BT1,1657
Explique o Registro de Prioridade de Interrupção do Microcontrolador 8051.,BT1,1658
Como os gravadores são classificados?,BT1,1659
"Um gerente de uma pequena empresa faz a seguinte declaração - ""Precisamos continuar contratando trabalhadores adicionais até o ponto em que a produtividade marginal do último trabalhador que contratamos esteja no máximo. Dessa forma, podemos maximizar a produtividade total da empresa."" Avalie criticamente essa declaração.",BT5,1660
Por que não ligar o motor série CC sem carga?,BT4,1661
Explique diferentes tipos de modelos de aprendizagem em aprendizado de máquina.,BT1,1662
" Proponha um método de colocação de fertilizante de nitrogênio, fósforo e potássio para uma fertilização bem-sucedida de uma mangueira grande. Justifique sua resposta.",BT6,1663
 Explique a criação de um par elétron-buraco em um semicondutor de Si intrínseco à temperatura ambiente usando a imagem de ligação covalente.,BT2,1664
 Descreva o design gráfico e o design de produto.,BT1,1665
Escreva uma breve nota sobre CASE TOOLS para desenvolvimento de software.,BT1,1666
Avalie ï€¨ï€© Sxiy jzkd sï€«ï€« ïƒ—ïƒ²ïƒ² sobre a superfície da esfera 22 21 xyzï€«ï€«ï€½,BT3,1667
Uma massa de solo é retida por uma parede vertical lisa de 6 m de altura.,BT3,1668
 Explique o que é um nível de referência usado no levantamento topográfico de um projeto de construção.,BT2,1669
Defina os números de Biot e Fourier com seu significado físico?,BT1,1670
Como funciona a realidade virtual?,BT1,1671
Explique o processo de moldagem por injeção com um esboço adequado.,BT2,1672
 Defina materiais instrucionais e forneça um exemplo deles.,BT2,1673
"Use o teorema de Green para avaliar ï€¨ï€©ï€¨ï€©22 222 cxyd xx yd yï€ï€« ï€«ïƒ² onde 'C' é o limite da área delimitada pelo eixo e círculo 2216, 0. xy zï€«ï€½ ï€½",BT3,1674
