Categoria,Keyword,Frequency
BT4,expressões,2
BT4,determine,7
BT4,rum,1
BT4,gps,1
BT4,relação,1
BT4,adequadamente,1
BT4,analisar,1
BT4,significativo,1
BT4,eficazmente,1
BT4,privilégio,1
BT4,pelo,1
BT4,investigar,2
BT4,anormalidade,1
BT4,mai,1
BT4,diferencio,1
BT4,direção,1
BT4,dent,2
BT4,explicada,1
BT4,ipv6,1
BT4,derive,53
BT4,use,3
BT4,declare,4
BT4,prove,5
BT4,explicar,2
BT4,breve,1
BT4,centro,1
BT4,transmitir,2
BT4,espontaneidade,1
BT4,para,60
BT4,vantagen,5
BT4,compressore,1
BT4,analise,19
BT4,figura,13
BT4,tubo,5
BT4,realizada,2
BT4,afetará,2
BT4,capacidade,2
BT4,resultado,2
BT4,vária,2
BT4,listado,1
BT4,tamanho,1
BT4,fatore,5
BT4,linha,1
BT4,disponível,1
BT4,hierarquia,1
BT4,estampagem,1
BT4,parede,5
BT4,túnel,1
BT4,limbo,1
BT4,condutore,3
BT4,mostrado,9
BT4,capaze,1
BT4,testemunha,1
BT4,rio,1
BT4,orientado,1
BT4,ativo,4
BT4,uniforme,1
BT4,garantir,4
BT4,diretore,1
BT4,propriedade,3
BT4,diferencie,1
BT4,melt,1
BT4,diamante,1
BT4,obtenha,2
BT4,frequentemente,1
BT4,atividade,1
BT4,simple,1
BT4,roda,1
BT4,deduza,1
BT4,compressor,1
BT4,economia,1
BT4,cite,2
BT4,subsolo,1
BT4,construída,1
BT4,milihere,1
BT4,importações,1
BT4,isolante,1
BT4,transportadore,2
BT4,híbrido,1
BT4,simultaneamente,1
BT4,vário,3
BT4,armazém,1
BT4,conformidade,1
BT4,efetore,1
BT4,princípio,10
BT4,coordenada,1
BT4,realize,1
BT4,trace,1
BT4,ponto,1
BT4,forjamento,1
BT4,contêinere,4
BT4,contraste,1
BT4,resumidamente,3
BT4,escavado,1
BT4,sensor,1
BT4,fabricação,1
BT4,óleo,1
BT4,rede,32
BT4,escolha,1
BT4,predicado,2
BT4,fórmula,1
BT4,m,1
BT4,extremidade,1
BT4,sob,5
BT4,roteamento,1
BT4,molde,2
BT4,abaixo,1
BT4,sistema,12
BT4,exibido,1
BT4,processo,15
BT4,realizar,1
BT4,comprimento,1
BT4,criticamente,1
BT4,tratada,2
BT4,problema,2
BT4,serão,1
BT4,route,1
BT4,pensam,1
BT4,níveis,1
BT4,refere,1
BT4,indústria,2
BT4,proteção,7
BT4,nível,1
BT4,apropriado,2
BT4,ativismo,1
BT4,promoverem,1
BT4,arco,1
BT4,devido,3
BT4,esse,2
BT4,matriz,1
BT4,descobrir,1
BT4,papéis,1
BT4,paíse,1
BT4,elevadore,1
BT4,control,3
BT4,regulado,1
BT4,tempo,14
BT4,descobertas,1
BT4,alcaloide,1
BT4,motor,4
BT4,concreto,1
BT4,detalhe,3
BT4,tendo,1
BT4,mantêm,1
BT4,protegido,1
BT4,açõe,1
BT4,design,2
BT4,interrupçõe,2
BT4,deve,3
BT4,baseado,12
BT4,alternativo,1
BT4,detectar,1
BT4,procedimento,1
BT4,expressão,1
BT4,aços,1
BT4,catalisadore,1
BT4,mecanismo,4
BT4,estágio,1
BT4,método,1
BT4,combine,1
BT4,momento,2
BT4,lead,1
BT4,superfície,1
BT4,líquido,1
BT4,throw,1
BT4,explore,1
BT4,contínuo,1
BT4,execução,2
BT4,utilizada,1
BT4,bloco,1
BT4,thread,2
BT4,executado,1
BT4,multinível,1
BT4,win,1
BT4,razões,1
BT4,graficamente,1
BT4,catálise,1
BT4,produzido,1
BT4,ocorrem,1
BT4,geralmente,1
BT4,incluído,1
BT4,dê,1
BT4,superescalare,1
BT4,filtro,1
BT4,indicadore,6
BT4,microcontrolador,1
BT4,enrolamento,1
BT4,usado,1
BT4,inovação,1
BT4,ele,1
BT4,possível,1
BT4,protocolo,1
BT4,ensino,1
BT4,Obtenha,1
BT4,corante,1
BT4,após,1
BT4,sulcos,1
BT4,calcule,1
BT4,ï€«ï€ï,1
BT4,menore,1
BT4,categorize,23
BT4,consumidor,2
BT4,relevante,12
BT4,personalidade,1
BT4,documento,2
BT4,ciclo,4
BT4,decompor,7
BT4,infere,4
BT4,autor,2
BT4,ilustrar,1
BT4,testes,6
BT4,avaliar,1
BT4,país,1
BT4,entender,1
BT4,análise,9
BT4,desastre,2
BT4,cliente,3
BT4,poema,2
BT4,desigualdade,1
BT4,por,3
BT4,personagem,1
BT4,purificação,2
BT4,reconstruir,1
BT4,literária,1
BT4,site,1
BT4,refletida,1
BT4,padrões,2
BT4,dióxido,1
BT4,elementos,3
BT4,componente,2
BT4,conjunto,1
BT4,caso,1
BT4,complexo,6
BT4,departamento,2
BT4,estrutura,1
BT4,tarefas,6
BT4,subjacente,2
BT4,artísticos,1
BT4,etapas,1
BT4,constituinte,1
BT4,políticos,1
BT4,urbano,2
BT4,raíze,1
BT4,usuário,2
BT4,critério,2
BT4,agente,3
BT4,contexto,2
BT4,estudo,1
BT4,cognitivos,1
BT4,módulos,1
BT4,conservação,1
BT4,freio,4
BT4,preparação,1
BT4,dispositivos,2
BT4,discriminativo,1
BT4,aplicaçõe,3
BT4,ambiente,8
BT4,qualidade,2
BT4,dado,4
BT4,learn,2
BT4,interessada,1
BT4,regime,1
BT4,efeito,3
BT4,tubulaçõe,1
BT4,esquema,1
BT4,cidade,3
BT4,imunidade,1
BT4,remoção,1
BT4,detecção,4
BT4,lista,1
BT4,operações,1
BT4,ponte,2
BT4,requisito,2
BT4,polimorfismo,1
BT4,linguagen,1
BT4,antimalware,1
BT4,preço,2
BT4,projeto,6
BT4,melhoria,4
BT4,conversão,2
BT4,bacia,3
BT4,mitigação,2
BT4,solo,2
BT4,equalizadore,1
BT4,compensação,2
BT4,viese,1
BT4,melhorar,1
BT4,estruturai,1
BT4,em,2
BT4,aplicações,7
BT4,habilitar,1
BT4,estrada,1
BT4,torre,1
BT4,spray,1
BT4,infraestrutura,2
BT4,modelos,1
BT4,atuadore,1
BT4,complexos,3
BT4,foco,1
BT4,minimizar,1
BT4,boost,1
BT4,unidade,1
BT4,distribuição,3
BT4,falha,1
BT4,projetando,2
BT4,inspeção,1
BT4,semântico,1
BT4,deterioração,1
BT4,seguro,2
BT4,bancos,1
BT4,ambiental,1
BT4,mascaramento,1
BT4,moradore,2
BT4,grande,2
BT4,reforço,2
BT4,resistente,1
BT4,propensa,2
BT4,digitais,2
BT4,modificações,1
BT4,gerenciar,1
BT4,remotos,1
BT4,compostos,1
BT4,impacto,1
BT4,jardin,1
BT4,escoamento,2
BT4,fibra,2
BT4,celulose,1
BT4,lote,2
BT4,conjuntos,1
BT4,objetos,1
BT4,diversa,1
BT4,autocodificadore,1
BT4,visualização,1
BT4,lineare,1
BT4,ofensivo,1
BT4,relacionada,1
BT4,liberdade,1
BT4,utilização,1
BT4,arquitetura,1
BT4,modularidade,1
BT4,confiabilidade,1
BT4,estimativa,1
BT4,define,1
BT4,cenário,1
BT4,cluster,2
BT4,desenvolvedor,1
BT4,discrepante,1
BT4,paciente,1
BT4,garantia,1
BT4,trabalhando,1
BT4,baseada,3
BT4,ambientais,1
BT4,filtragem,1
BT4,readmissões,1
BT4,canais,1
BT4,reciclabilidade,1
BT4,soluções,1
BT4,identidade,1
BT4,acesso,1
BT4,eletricidade,1
BT4,suporte,1
BT4,poll,1
BT4,atualizações,1
BT4,comunidade,1
BT4,overfitte,1
BT4,considerando,1
BT4,escalabilidade,2
BT4,arquiteturas,1
BT4,plataforma,1
BT4,conteúdo,1
BT4,volume,1
BT4,crescente,1
BT4,imagen,1
BT4,passivo,1
BT6,diferente,5
BT6,desenvolver,11
BT6,para,54
BT6,ponto,2
BT6,elemento,1
BT6,ele,1
BT6,obra,1
BT6,que,25
BT6,dê,1
BT6,nome,1
BT6,planeje,1
BT6,campanha,7
BT6,diretrize,2
BT6,use,2
BT6,encene,1
BT6,ambiente,19
BT6,determinado,2
BT6,sistema,52
BT6,projeto,2
BT6,socialmente,1
BT6,falha,2
BT6,fornecida,1
BT6,às,1
BT6,quanta,1
BT6,problema,1
BT6,Integre,1
BT6,escolha,1
BT6,organize,1
BT6,prepare,1
BT6,capa,3
BT6,livro,1
BT6,revise,1
BT6,exibe,1
BT6,armazena,1
BT6,tenha,1
BT6,do,16
BT6,ideia,11
BT6,exiba,1
BT6,organizado,1
BT6,relatando,1
BT6,sobre,3
BT6,testes,4
BT6,vário,3
BT6,progressões,1
BT6,execute,1
BT6,rede,40
BT6,seguinte,1
BT6,imediato,1
BT6,organizaçõe,2
BT6,faculdade,1
BT6,atender,1
BT6,esse,1
BT6,reutilização,1
BT6,eluir,2
BT6,globo,1
BT6,comunidade,7
BT6,baseado,5
BT6,ultrapassar,1
BT6,ecologicamente,1
BT6,estrutura,17
BT6,consumidore,3
BT6,mercado,4
BT6,gerenciar,3
BT6,sugestões,1
BT6,recomendações,3
BT6,deve,1
BT6,influenciar,1
BT6,nível,2
BT6,preço,2
BT6,cite,1
BT6,ante,1
BT6,imagine,7
BT6,resistir,1
BT6,sob,1
BT6,concreto,2
BT6,ativo,1
BT6,derive,1
BT6,porta,2
BT6,crowd,1
BT6,localizado,1
BT6,esteja,1
BT6,devido,4
BT6,evento,1
BT6,além,1
BT6,relevante,3
BT6,conflito,1
BT6,telhado,1
BT6,rachadura,2
BT6,publicidade,1
BT6,projete,11
BT6,dimensões,1
BT6,auditore,1
BT6,control,4
BT6,garantir,20
BT6,possíveis,1
BT6,alternativo,1
BT6,universidade,1
BT6,açõe,1
BT6,ativismo,1
BT6,boletin,1
BT6,reter,1
BT6,contaminante,1
BT6,declare,1
BT6,brevemente,1
BT6,dissulfeto,1
BT6,esforço,1
BT6,empresa,1
BT6,enfrentado,1
BT6,por,2
BT6,etapa,15
BT6,protótipo,1
BT6,criar,1
BT6,purificar,1
BT6,diversa,3
BT6,estudo,5
BT6,modificaçõe,8
BT6,fonte,3
BT6,hipótese,8
BT6,carro,1
BT6,ar,1
BT6,tempo,22
BT6,plataforma,16
BT6,criativas,1
BT6,possível,12
BT6,construir,1
BT6,ajuste,7
BT6,recursos,13
BT6,cidade,7
BT6,análise,4
BT6,objeto,1
BT6,melhorar,8
BT6,experiência,1
BT6,viagen,1
BT6,constrói,4
BT6,oceano,2
BT6,blockchain,6
BT6,ponte,1
BT6,estruturalmente,1
BT6,fabricação,1
BT6,purificação,1
BT6,remota,7
BT6,linha,3
BT6,startup,2
BT6,biocombustível,1
BT6,aumentar,12
BT6,chat,1
BT6,interação,2
BT6,part,1
BT6,consumidor,2
BT6,combinado,15
BT6,entender,5
BT6,prever,7
BT6,amigáveis,1
BT6,cozinha,1
BT6,indicadore,1
BT6,país,1
BT6,fenômeno,1
BT6,usar,6
BT6,resultado,2
BT6,passado,1
BT6,eficaze,4
BT6,antigo,1
BT6,como,1
BT6,design,5
BT6,centrado,1
BT6,jardin,4
BT6,populare,1
BT6,propensa,5
BT6,avançado,1
BT6,mobilidade,1
BT6,indústria,1
BT6,critério,3
BT6,ciclo,1
BT6,interessada,1
BT6,integre,3
BT6,resiliente,2
BT6,científico,1
BT6,wireframe,1
BT6,reciclado,2
BT6,projetando,3
BT6,confidencialidade,1
BT6,método,19
BT6,missões,2
BT6,permitir,1
BT6,e,5
BT6,interna,6
BT6,automaticamente,9
BT6,algoritmo,4
BT6,avaliaçõe,1
BT6,ataque,4
BT6,implantada,1
BT6,especificamente,1
BT6,generalizado,1
BT6,maximizar,1
BT6,documento,2
BT6,entidade,1
BT6,preserve,2
BT6,organizações,1
BT6,dispositivos,3
BT6,preservando,2
BT6,considerando,1
BT6,desastre,10
BT6,usada,2
BT6,otimize,2
BT6,tarefas,3
BT6,viese,2
BT6,modelos,2
BT6,Planeje,5
BT6,funcionalidade,1
BT6,classificar,1
BT6,incidente,1
BT6,minimize,2
BT6,maximize,2
BT6,área,2
BT6,tolerante,1
BT6,urbana,2
BT6,automotivos,2
BT6,stream,2
BT6,eletricidade,3
BT6,vulnerável,1
BT6,requisito,3
BT6,esquema,2
BT6,resistente,2
BT6,induzido,1
BT6,planta,2
BT6,combine,3
BT6,otimizar,1
BT6,solo,2
BT6,túnel,2
BT6,existente,4
BT6,fase,1
BT6,mecanismo,9
BT6,acesso,1
BT6,sensore,3
BT6,melhore,1
BT6,passivo,1
BT6,filtragem,1
BT6,ilha,1
BT6,promover,4
BT6,patinete,1
BT6,linguagen,1
BT6,exploração,1
BT6,motor,2
BT6,edifício,1
BT6,phishe,1
BT6,imagen,2
BT6,perfeita,1
BT6,emergente,1
BT6,mmwave,1
BT6,escalabilidade,3
BT6,compradore,1
BT6,descrições,1
BT6,inspeção,4
BT6,identidade,2
BT6,preferência,4
BT6,utilize,3
BT6,contínuo,2
BT6,serviço,1
BT6,conta,1
BT6,leve,1
BT6,assistente,1
BT6,interaçõe,1
BT6,personalizado,4
BT6,adaptar,1
BT6,persistente,1
BT6,capacidade,1
BT6,satélite,1
BT6,carente,3
BT6,caso,3
BT6,aprendizado,1
BT6,treinado,1
BT6,alavancar,1
BT6,grande,2
BT6,token,1
BT6,implant,1
BT6,explorada,1
BT6,agilidade,1
BT6,rápido,2
BT6,inteligente,4
BT6,cibernéticas,1
BT6,anomalia,1
BT6,avaliar,1
BT6,descentralizado,1
BT6,proteção,1
BT6,supressão,1
BT6,carregar,1
BT6,vulneráveis,1
BT6,propriedade,1
BT6,quantificar,1
BT6,causado,1
BT6,abrangente,1
BT6,rastrear,1
BT6,toda,1
BT6,rastreabilidade,1
BT6,imutabilidade,1
BT6,automatizar,2
BT6,previsões,1
BT6,médicos,1
BT6,geofence,1
BT6,efeito,1
BT6,escalável,2
BT6,petabyte,1
BT6,centralize,2
BT6,bancos,1
BT6,usando,2
BT6,solare,1
BT6,ininterrupto,1
BT6,composiçõe,1
BT6,recorrente,1
BT6,manipuladore,1
BT6,reparo,1
BT6,relacionado,1
BT6,pública,1
BT6,postagen,1
BT6,estações,1
BT6,conjuntos,1
BT6,priorize,1
BT6,pedestre,1
BT6,objetos,1
BT6,eficiente,1
BT6,execução,1
BT6,exigente,1
BT6,escrita,1
BT6,usuário,1
BT6,dado,1
BT6,bioswale,1
BT6,incluindo,1
BT6,voto,1
BT6,equip,1
BT6,afetada,1
BT6,operações,1
BT6,computação,1
BT6,congestionamento,1
BT6,alimentare,1
BT6,meta,1
BT6,mesmo,1
BT6,validar,1
BT6,contêinere,1
BT6,velocidade,1
BT6,atualizações,1
BT6,atividade,1
BT5,examinar,2
BT5,determine,5
BT5,que,32
BT5,apoio,1
BT5,critério,14
BT5,entender,1
BT5,diferente,20
BT5,fort,3
BT5,atuais,1
BT5,princípio,3
BT5,para,32
BT5,Escolha,1
BT5,critique,43
BT5,ruim,2
BT5,escolha,2
BT5,do,33
BT5,nível,1
BT5,fonte,7
BT5,ambiente,9
BT5,político,1
BT5,relação,2
BT5,discutido,1
BT5,pela,2
BT5,feita,1
BT5,recomendações,2
BT5,considerando,4
BT5,vantagen,2
BT5,eficaze,1
BT5,seguinte,2
BT5,ordem,1
BT5,vário,2
BT5,recupere,1
BT5,use,1
BT5,discutir,1
BT5,avaliar,2
BT5,revise,1
BT5,consumidore,1
BT5,proibida,1
BT5,algun,1
BT5,paíse,2
BT5,mecanismo,3
BT5,mostrado,1
BT5,gerente,3
BT5,desse,1
BT5,dez,1
BT5,levará,1
BT5,contraparte,1
BT5,exemplo,3
BT5,aumentando,1
BT5,comparação,1
BT5,densidade,1
BT5,faz,1
BT5,trabalhadore,1
BT5,esteja,1
BT5,iguai,1
BT5,â€œa,1
BT5,deseconomias,1
BT5,significativo,1
BT5,corrimão,1
BT5,todo,1
BT5,fabricante,2
BT5,opiniõe,2
BT5,pertinente,1
BT5,resultado,1
BT5,perspectiva,1
BT5,por,7
BT5,identidade,2
BT5,prevalente,1
BT5,diferir,1
BT5,deve,2
BT5,prenhe,1
BT5,detém,1
BT5,concreto,2
BT5,ponto,3
BT5,prove,1
BT5,consiste,1
BT5,interessado,1
BT5,prever,1
BT5,extensivamente,1
BT5,padronizado,1
BT5,dispositivos,2
BT5,vivenciada,1
BT5,forem,1
BT5,desconto,1
BT5,investir,3
BT5,propriedade,1
BT5,aparente,1
BT5,devem,1
BT5,com,2
BT5,estudar,1
BT5,etapas,1
BT5,etapa,1
BT5,exercem,1
BT5,ativismo,1
BT5,errado,1
BT5,maiore,1
BT5,investimento,1
BT5,pedido,1
BT5,componente,1
BT5,repetições,1
BT5,abundante,1
BT5,promotore,1
BT5,superar,1
BT5,sistema,10
BT5,interrupções,1
BT5,estamos,1
BT5,skim,2
BT5,scan,2
BT5,fatore,3
BT5,opções,2
BT5,garantir,15
BT5,debate,5
BT5,campanha,5
BT5,compare,17
BT5,sociedade,1
BT5,ideia,5
BT5,hipótese,1
BT5,destino,2
BT5,essenciais,1
BT5,investidore,2
BT5,efeito,1
BT5,estratégia,3
BT5,tempo,3
BT5,projeto,3
BT5,restaurante,1
BT5,ocasião,1
BT5,cliente,3
BT5,exploração,4
BT5,promover,3
BT5,rede,19
BT5,linha,1
BT5,videogame,1
BT5,market,1
BT5,neutralidade,2
BT5,melhorar,2
BT5,comunidade,2
BT5,serviço,3
BT5,justiça,1
BT5,concorrente,1
BT5,campo,1
BT5,baseada,1
BT5,anedóticas,1
BT5,avaliações,3
BT5,interpretações,2
BT5,feminista,1
BT5,decide,4
BT5,negócio,1
BT5,plano,1
BT5,documento,1
BT5,reconstrução,1
BT5,governo,1
BT5,economia,1
BT5,divergente,3
BT5,contexto,1
BT5,evento,1
BT5,avaliação,2
BT5,recursos,5
BT5,existencialista,1
BT5,marca,1
BT5,sobre,1
BT5,automação,1
BT5,linguística,1
BT5,pessoais,1
BT5,durante,2
BT5,operações,3
BT5,publicidade,1
BT5,colaborativo,1
BT5,avaliando,16
BT5,restrições,2
BT5,melhoria,2
BT5,embarcaçõe,1
BT5,proteção,10
BT5,baseado,4
BT5,ia,2
BT5,construção,1
BT5,inteligente,4
BT5,diretrize,4
BT5,preocupações,2
BT5,liberdade,1
BT5,conjunto,1
BT5,ciclo,1
BT5,criticamente,7
BT5,plataforma,4
BT5,funções,2
BT5,mudança,1
BT5,mundo,2
BT5,híbrido,1
BT5,mesmo,2
BT5,mobilidade,1
BT5,mitigação,1
BT5,efeitos,2
BT5,ativo,1
BT5,proponha,1
BT5,desastre,3
BT5,jardin,1
BT5,bacia,1
BT5,blockchain,5
BT5,interoperabilidade,2
BT5,casos,2
BT5,escoamento,2
BT5,detecção,8
BT5,fraudulenta,1
BT5,espectro,1
BT5,relações,2
BT5,diversa,2
BT5,aplicações,2
BT5,urbano,1
BT5,cruzamento,1
BT5,fluxo,2
BT5,dos,1
BT5,manutenibilidade,1
BT5,complexidade,1
BT5,resfriamento,2
BT5,ataque,2
BT5,coeficiente,1
BT5,indicadore,2
BT5,interpretabilidade,1
BT5,stream,1
BT5,microtransações,1
BT5,jogadore,1
BT5,militare,1
BT5,pilare,2
BT5,propensa,1
BT5,cidade,1
BT5,crescente,1
BT5,revitalização,1
BT5,deterioração,1
BT5,treinado,1
BT5,conjuntos,1
BT5,eliminar,1
BT5,carente,1
BT5,análise,2
BT5,eletrônicos,1
BT5,rápido,1
BT5,orientado,1
BT5,permitir,1
BT5,prevenção,1
BT5,conversão,2
BT5,contratação,1
BT5,pacote,1
BT5,feed,1
BT5,humano,1
BT5,aumentar,1
BT5,aplicação,1
BT5,e,2
BT5,startup,1
BT5,explorando,1
BT5,cidadão,1
BT5,subscrição,1
BT5,preditivos,1
BT5,control,2
BT5,link,1
BT5,ininterrupta,1
BT5,remota,1
BT5,eficiente,1
BT5,grande,1
BT5,contratante,1
BT5,dado,1
BT5,modelos,1
BT5,inspeção,1
BT5,computação,1
BT5,precoce,1
BT5,comunicação,1
BT5,ponte,2
BT5,automotore,1
BT5,contínuo,1
BT5,soluções,1
BT5,agricultura,1
BT5,conteúdo,1
BT5,recomendação,1
BT5,estrutural,1
BT5,minimizar,1
BT5,incipiente,1
BT5,aeronave,1
BT5,metamorfoseada,1
BT5,ajuste,1
BT5,implantado,1
BT5,inovadore,1
BT5,consulta,1
BT5,site,1
BT5,permissões,1
BT5,requisito,1
BT5,pesquisadore,1
BT5,dispositivo,1
BT5,atingir,1
BT5,medição,1
BT5,tensão,1
BT5,testes,1
BT5,sob,1
